,RPM,Speed,attack
596,0.0,25.445150230499998,1
597,0.0,25.445150230499998,1
598,371.0,0.0,0
599,0.0,25.445150230499998,1
600,0.0,25.445150230499998,1
601,0.0,607.0,0
602,0.0,25.445150230499998,1
603,371.0,0.0,0
604,0.0,25.445150230499998,1
605,0.0,25.445150230499998,1
606,0.0,25.445150230499998,1
607,370.0,0.0,0
608,0.0,607.0,0
609,0.0,25.445150230499998,1
610,0.0,25.445150230499998,1
611,0.0,25.445150230499998,1
612,370.0,0.0,0
613,0.0,25.445150230499998,1
614,0.0,607.0,0
615,0.0,25.445150230499998,1
616,0.0,25.445150230499998,1
617,370.0,0.0,0
618,0.0,25.445150230499998,1
619,0.0,25.445150230499998,1
620,0.0,607.0,0
621,0.0,25.445150230499998,1
622,369.0,0.0,0
623,0.0,25.445150230499998,1
624,0.0,25.445150230499998,1
625,0.0,25.445150230499998,1
626,369.0,0.0,0
627,0.0,607.0,0
628,0.0,25.445150230499998,1
629,0.0,25.445150230499998,1
630,0.0,25.445150230499998,1
631,368.0,0.0,0
632,0.0,25.445150230499998,1
633,0.0,607.0,0
634,0.0,25.445150230499998,1
635,0.0,25.445150230499998,1
636,368.0,0.0,0
637,0.0,25.445150230499998,1
638,0.0,25.445150230499998,1
639,0.0,607.0,0
640,0.0,25.445150230499998,1
641,368.0,0.0,0
642,0.0,25.445150230499998,1
643,0.0,25.445150230499998,1
644,0.0,25.445150230499998,1
645,368.0,0.0,0
646,0.0,607.0,0
647,0.0,25.445150230499998,1
648,0.0,25.445150230499998,1
649,0.0,25.445150230499998,1
650,365.0,0.0,0
651,0.0,25.445150230499998,1
652,0.0,607.0,0
653,0.0,25.445150230499998,1
654,0.0,25.445150230499998,1
655,365.0,0.0,0
656,0.0,25.445150230499998,1
657,0.0,25.445150230499998,1
658,0.0,607.0,0
659,0.0,25.445150230499998,1
660,364.0,0.0,0
661,0.0,25.445150230499998,1
662,0.0,25.445150230499998,1
663,0.0,25.445150230499998,1
664,363.0,0.0,0
665,0.0,601.0,0
666,0.0,25.445150230499998,1
667,0.0,25.445150230499998,1
668,0.0,25.445150230499998,1
669,363.0,0.0,0
670,0.0,25.445150230499998,1
671,0.0,601.0,0
672,0.0,25.445150230499998,1
673,0.0,25.445150230499998,1
674,361.0,0.0,0
675,0.0,25.445150230499998,1
676,0.0,25.445150230499998,1
677,0.0,601.0,0
678,0.0,25.445150230499998,1
679,361.0,0.0,0
680,0.0,25.445150230499998,1
681,0.0,25.445150230499998,1
682,0.0,25.445150230499998,1
683,361.0,0.0,0
684,0.0,601.0,0
685,0.0,25.445150230499998,1
686,0.0,25.445150230499998,1
687,0.0,25.445150230499998,1
688,361.0,0.0,0
689,0.0,25.445150230499998,1
690,0.0,601.0,0
691,0.0,25.445150230499998,1
692,0.0,25.445150230499998,1
693,363.0,0.0,0
694,0.0,25.445150230499998,1
695,0.0,25.445150230499998,1
696,0.0,601.0,0
697,0.0,25.445150230499998,1
698,363.0,0.0,0
699,0.0,25.445150230499998,1
700,0.0,25.445150230499998,1
701,0.0,25.445150230499998,1
702,361.0,0.0,0
703,0.0,601.0,0
704,0.0,25.445150230499998,1
705,0.0,25.445150230499998,1
706,0.0,25.445150230499998,1
707,361.0,0.0,0
708,0.0,25.445150230499998,1
709,0.0,601.0,0
710,0.0,25.445150230499998,1
711,0.0,25.445150230499998,1
712,361.0,0.0,0
713,0.0,25.445150230499998,1
714,0.0,25.445150230499998,1
715,0.0,601.0,0
716,0.0,25.445150230499998,1
717,361.0,0.0,0
718,0.0,25.445150230499998,1
719,0.0,25.445150230499998,1
720,0.0,25.445150230499998,1
721,361.0,0.0,0
722,0.0,601.0,0
723,0.0,25.445150230499998,1
724,0.0,25.445150230499998,1
725,0.0,25.445150230499998,1
726,360.0,0.0,0
727,0.0,25.445150230499998,1
728,0.0,601.0,0
729,0.0,25.445150230499998,1
730,0.0,25.445150230499998,1
731,360.0,0.0,0
732,0.0,25.445150230499998,1
733,0.0,25.445150230499998,1
734,0.0,601.0,0
735,0.0,25.445150230499998,1
736,360.0,0.0,0
737,0.0,25.445150230499998,1
738,0.0,25.445150230499998,1
739,0.0,25.445150230499998,1
740,360.0,0.0,0
741,0.0,601.0,0
742,0.0,25.445150230499998,1
743,0.0,25.445150230499998,1
744,0.0,25.445150230499998,1
745,361.0,0.0,0
746,0.0,25.445150230499998,1
747,0.0,601.0,0
748,0.0,25.445150230499998,1
749,0.0,25.445150230499998,1
750,361.0,0.0,0
751,0.0,25.445150230499998,1
752,0.0,25.445150230499998,1
753,0.0,601.0,0
754,0.0,25.445150230499998,1
755,360.0,0.0,0
756,0.0,25.445150230499998,1
757,0.0,25.445150230499998,1
758,0.0,25.445150230499998,1
759,360.0,0.0,0
760,0.0,601.0,0
761,0.0,25.445150230499998,1
762,0.0,25.445150230499998,1
763,0.0,25.445150230499998,1
764,360.0,0.0,0
765,0.0,25.445150230499998,1
766,0.0,601.0,0
767,0.0,25.445150230499998,1
768,0.0,25.445150230499998,1
769,360.0,0.0,0
770,0.0,25.445150230499998,1
771,0.0,25.445150230499998,1
772,0.0,601.0,0
773,0.0,25.445150230499998,1
774,360.0,0.0,0
775,0.0,25.445150230499998,1
776,0.0,25.445150230499998,1
777,0.0,25.445150230499998,1
778,359.0,0.0,0
779,0.0,601.0,0
780,0.0,25.445150230499998,1
781,0.0,25.445150230499998,1
782,0.0,25.445150230499998,1
783,359.0,0.0,0
784,0.0,25.445150230499998,1
785,0.0,601.0,0
786,0.0,25.445150230499998,1
787,0.0,25.445150230499998,1
788,359.0,0.0,0
789,0.0,25.445150230499998,1
790,0.0,25.445150230499998,1
791,0.0,601.0,0
792,0.0,25.445150230499998,1
793,359.0,0.0,0
794,0.0,25.445150230499998,1
795,0.0,25.445150230499998,1
796,0.0,25.445150230499998,1
797,360.0,0.0,0
798,0.0,601.0,0
799,0.0,25.445150230499998,1
800,0.0,25.445150230499998,1
801,0.0,25.445150230499998,1
802,360.0,0.0,0
803,0.0,25.445150230499998,1
804,0.0,601.0,0
805,0.0,25.445150230499998,1
806,0.0,25.445150230499998,1
807,359.0,0.0,0
808,0.0,25.445150230499998,1
809,0.0,25.445150230499998,1
810,0.0,601.0,0
811,0.0,25.445150230499998,1
812,359.0,0.0,0
813,0.0,25.445150230499998,1
814,0.0,25.445150230499998,1
815,0.0,25.445150230499998,1
816,359.0,0.0,0
817,0.0,601.0,0
818,0.0,25.445150230499998,1
819,0.0,25.445150230499998,1
820,0.0,25.445150230499998,1
821,359.0,0.0,0
822,0.0,25.445150230499998,1
823,0.0,596.0,0
824,0.0,25.445150230499998,1
825,0.0,25.445150230499998,1
826,360.0,0.0,0
827,0.0,25.445150230499998,1
828,0.0,25.445150230499998,1
829,0.0,596.0,0
830,0.0,25.445150230499998,1
831,360.0,0.0,0
832,0.0,25.445150230499998,1
833,0.0,25.445150230499998,1
834,0.0,25.445150230499998,1
835,356.0,0.0,0
836,0.0,596.0,0
837,0.0,25.445150230499998,1
838,0.0,25.445150230499998,1
839,0.0,25.445150230499998,1
840,356.0,0.0,0
841,0.0,25.445150230499998,1
842,0.0,596.0,0
843,0.0,25.445150230499998,1
844,0.0,25.445150230499998,1
845,356.0,0.0,0
846,0.0,25.445150230499998,1
847,0.0,25.445150230499998,1
848,0.0,601.0,0
849,0.0,25.445150230499998,1
850,357.0,0.0,0
851,0.0,25.445150230499998,1
852,0.0,25.445150230499998,1
853,0.0,25.445150230499998,1
854,357.0,0.0,0
855,0.0,596.0,0
856,0.0,25.445150230499998,1
857,0.0,25.445150230499998,1
858,0.0,25.445150230499998,1
859,355.0,0.0,0
860,0.0,25.445150230499998,1
861,0.0,596.0,0
862,0.0,25.445150230499998,1
863,0.0,25.445150230499998,1
864,355.0,0.0,0
865,0.0,25.445150230499998,1
866,0.0,25.445150230499998,1
867,0.0,596.0,0
868,0.0,25.445150230499998,1
869,355.0,0.0,0
870,0.0,25.445150230499998,1
871,0.0,25.445150230499998,1
872,0.0,25.445150230499998,1
873,355.0,0.0,0
874,0.0,596.0,0
875,0.0,25.445150230499998,1
876,0.0,25.445150230499998,1
877,0.0,25.445150230499998,1
878,357.0,0.0,0
879,0.0,25.445150230499998,1
880,0.0,596.0,0
881,0.0,25.445150230499998,1
882,0.0,25.445150230499998,1
883,357.0,0.0,0
884,0.0,25.445150230499998,1
885,0.0,25.445150230499998,1
886,0.0,596.0,0
887,0.0,25.445150230499998,1
888,355.0,0.0,0
889,0.0,25.445150230499998,1
890,0.0,25.445150230499998,1
891,0.0,25.445150230499998,1
892,355.0,0.0,0
893,0.0,596.0,0
894,0.0,25.445150230499998,1
895,0.0,25.445150230499998,1
896,0.0,25.445150230499998,1
897,355.0,0.0,0
898,0.0,25.445150230499998,1
899,0.0,596.0,0
900,0.0,25.445150230499998,1
901,0.0,25.445150230499998,1
902,355.0,0.0,0
903,0.0,25.445150230499998,1
904,0.0,25.445150230499998,1
905,0.0,596.0,0
906,0.0,25.445150230499998,1
907,357.0,0.0,0
908,0.0,25.445150230499998,1
909,0.0,25.445150230499998,1
910,0.0,25.445150230499998,1
911,357.0,0.0,0
912,0.0,596.0,0
913,0.0,25.445150230499998,1
914,0.0,25.445150230499998,1
915,0.0,25.445150230499998,1
916,357.0,0.0,0
917,0.0,25.445150230499998,1
918,0.0,590.0,0
919,0.0,25.445150230499998,1
920,0.0,25.445150230499998,1
921,357.0,0.0,0
922,0.0,25.445150230499998,1
923,0.0,25.445150230499998,1
924,0.0,596.0,0
925,0.0,25.445150230499998,1
926,357.0,0.0,0
927,0.0,25.445150230499998,1
928,0.0,25.445150230499998,1
929,0.0,25.445150230499998,1
930,356.0,0.0,0
931,0.0,590.0,0
932,0.0,25.445150230499998,1
933,0.0,25.445150230499998,1
934,0.0,25.445150230499998,1
935,356.0,0.0,0
936,0.0,25.445150230499998,1
937,0.0,590.0,0
938,0.0,25.445150230499998,1
939,0.0,25.445150230499998,1
940,355.0,0.0,0
941,0.0,25.445150230499998,1
942,0.0,25.445150230499998,1
943,0.0,590.0,0
944,0.0,25.445150230499998,1
945,355.0,0.0,0
946,0.0,25.445150230499998,1
947,0.0,25.445150230499998,1
948,0.0,25.445150230499998,1
949,356.0,0.0,0
950,0.0,590.0,0
951,0.0,25.445150230499998,1
952,0.0,25.445150230499998,1
953,0.0,25.445150230499998,1
954,356.0,0.0,0
955,0.0,25.445150230499998,1
956,0.0,585.0,0
957,0.0,25.445150230499998,1
958,0.0,25.445150230499998,1
959,357.0,0.0,0
960,0.0,25.445150230499998,1
961,0.0,25.445150230499998,1
962,0.0,590.0,0
963,0.0,25.445150230499998,1
964,357.0,0.0,0
965,0.0,25.445150230499998,1
966,0.0,25.445150230499998,1
967,0.0,25.445150230499998,1
968,356.0,0.0,0
969,0.0,590.0,0
970,0.0,25.445150230499998,1
971,0.0,25.445150230499998,1
972,0.0,25.445150230499998,1
973,356.0,0.0,0
974,0.0,25.445150230499998,1
975,0.0,590.0,0
976,0.0,25.445150230499998,1
977,0.0,25.445150230499998,1
978,355.0,0.0,0
979,0.0,25.445150230499998,1
980,0.0,25.445150230499998,1
981,0.0,585.0,0
982,0.0,25.445150230499998,1
983,356.0,0.0,0
984,0.0,25.445150230499998,1
985,0.0,25.445150230499998,1
986,0.0,25.445150230499998,1
987,356.0,0.0,0
988,0.0,585.0,0
989,0.0,25.445150230499998,1
990,0.0,25.445150230499998,1
991,0.0,25.445150230499998,1
992,356.0,0.0,0
993,0.0,25.445150230499998,1
994,0.0,585.0,0
995,0.0,25.445150230499998,1
996,0.0,25.445150230499998,1
997,356.0,0.0,0
998,0.0,25.445150230499998,1
999,0.0,25.445150230499998,1
1000,0.0,585.0,0
